Country Name,Country Code,year,co2
Kazakhstan,KAZ,2004,11.52689249
Kazakhstan,KAZ,2005,11.7071662
Kazakhstan,KAZ,2006,12.58362425
Kazakhstan,KAZ,2007,14.35971247
Kazakhstan,KAZ,2008,14.85305787
Kazakhstan,KAZ,2009,13.25676292
Kazakhstan,KAZ,2010,15.22798733
Kazakhstan,KAZ,2011,15.64629686
Kazakhstan,KAZ,2012,14.46941789
Kazakhstan,KAZ,2013,15.42931652
Kazakhstan,KAZ,2014,14.36316974
Kenya,KEN,2000,0.331249189
Kenya,KEN,2001,0.289874858
Kenya,KEN,2002,0.239910545
Kenya,KEN,2003,0.197903469
Kenya,KEN,2004,0.217354469
Kenya,KEN,2005,0.237527091
Kenya,KEN,2006,0.258407753
Kenya,KEN,2007,0.258132923
Kenya,KEN,2008,0.261618018
Kenya,KEN,2009,0.306941208
Kenya,KEN,2010,0.294423102
Kenya,KEN,2011,0.316754325
Kenya,KEN,2012,0.286745421
Kenya,KEN,2013,0.297438082
Kenya,KEN,2014,0.310415314
Kyrgyz Republic,KGZ,2000,0.946245305
Kyrgyz Republic,KGZ,2001,0.787517745
Kyrgyz Republic,KGZ,2002,0.993404532
Kyrgyz Republic,KGZ,2003,1.078294172
Kyrgyz Republic,KGZ,2004,1.150808862
Kyrgyz Republic,KGZ,2005,1.083209042
Kyrgyz Republic,KGZ,2006,1.055464127
Kyrgyz Republic,KGZ,2007,1.258434439
Kyrgyz Republic,KGZ,2008,1.440269803
Kyrgyz Republic,KGZ,2009,1.261546635
Kyrgyz Republic,KGZ,2010,1.171873015
Kyrgyz Republic,KGZ,2011,1.388440866
Kyrgyz Republic,KGZ,2012,1.806948388
Kyrgyz Republic,KGZ,2013,1.720789566
Kyrgyz Republic,KGZ,2014,1.646395339
Cambodia,KHM,2000,0.162644456
Cambodia,KHM,2001,0.18153944
Cambodia,KHM,2002,0.174719537
Cambodia,KHM,2003,0.185159888
Cambodia,KHM,2004,0.18723252
Cambodia,KHM,2005,0.209184397
Cambodia,KHM,2006,0.222613711
Cambodia,KHM,2007,0.253373751
Cambodia,KHM,2008,0.28082695
Cambodia,KHM,2009,0.330259355
Cambodia,KHM,2010,0.350330567
Cambodia,KHM,2011,0.358177248
Cambodia,KHM,2012,0.369259354
Cambodia,KHM,2013,0.372980821
Cambodia,KHM,2014,0.437759998
Kiribati,KIR,2000,0.34755823
Kiribati,KIR,2001,0.298970393
Kiribati,KIR,2002,0.461822928
Kiribati,KIR,2003,0.453760054
Kiribati,KIR,2004,0.486006494
Kiribati,KIR,2005,0.675212564
Kiribati,KIR,2006,0.739157649
Kiribati,KIR,2007,0.533043993
Kiribati,KIR,2008,0.558766761
Kiribati,KIR,2009,0.401091799
Kiribati,KIR,2010,0.607284807
Kiribati,KIR,2011,0.595656245
Kiribati,KIR,2012,0.584722313
Kiribati,KIR,2013,0.574367715
Kiribati,KIR,2014,0.564368357
St. Kitts and Nevis,KNA,2000,3.79840878
St. Kitts and Nevis,KNA,2001,3.827266797
St. Kitts and Nevis,KNA,2002,4.245577925
St. Kitts and Nevis,KNA,2003,4.185896081
St. Kitts and Nevis,KNA,2004,4.433636989
St. Kitts and Nevis,KNA,2005,4.073522454
St. Kitts and Nevis,KNA,2006,4.098455598
St. Kitts and Nevis,KNA,2007,4.345921298
St. Kitts and Nevis,KNA,2008,4.298517842
St. Kitts and Nevis,KNA,2009,4.395845616
St. Kitts and Nevis,KNA,2010,4.276800467
St. Kitts and Nevis,KNA,2011,4.442198977
St. Kitts and Nevis,KNA,2012,4.18360556
St. Kitts and Nevis,KNA,2013,4.207094359
St. Kitts and Nevis,KNA,2014,4.2989449
"Korea, Rep.",KOR,2000,9.52093176
"Korea, Rep.",KOR,2001,9.503744234
"Korea, Rep.",KOR,2002,9.77299975
"Korea, Rep.",KOR,2003,9.734649494
"Korea, Rep.",KOR,2004,10.03018386
"Korea, Rep.",KOR,2005,9.607269847
"Korea, Rep.",KOR,2006,9.716605676
"Korea, Rep.",KOR,2007,10.18156704
"Korea, Rep.",KOR,2008,10.34742286
"Korea, Rep.",KOR,2009,10.32010949
"Korea, Rep.",KOR,2010,11.43631663
"Korea, Rep.",KOR,2011,11.80296873
"Korea, Rep.",KOR,2012,11.63282456
"Korea, Rep.",KOR,2013,11.74920084
"Korea, Rep.",KOR,2014,11.57034541
Kuwait,KWT,2000,26.11748729
Kuwait,KWT,2001,27.32663445
Kuwait,KWT,2002,27.16083436
Kuwait,KWT,2003,27.62525921
Kuwait,KWT,2004,28.77545168
Kuwait,KWT,2005,31.42673908
Kuwait,KWT,2006,31.03114555
Kuwait,KWT,2007,30.05334284
Kuwait,KWT,2008,31.19177293
Kuwait,KWT,2009,30.97049493
Kuwait,KWT,2010,29.89415136
Kuwait,KWT,2011,28.52652872
Kuwait,KWT,2012,30.13791232
Kuwait,KWT,2013,27.33039211
Kuwait,KWT,2014,25.22386443
Latin America & Caribbean (excluding high income),LAC,2000,2.380762057
Latin America & Caribbean (excluding high income),LAC,2001,2.436338436
Latin America & Caribbean (excluding high income),LAC,2002,2.451015014
Latin America & Caribbean (excluding high income),LAC,2003,2.45850583
Latin America & Caribbean (excluding high income),LAC,2004,2.385663426
Latin America & Caribbean (excluding high income),LAC,2005,2.482915468
Latin America & Caribbean (excluding high income),LAC,2006,2.496615923
Latin America & Caribbean (excluding high income),LAC,2007,2.501536067
Latin America & Caribbean (excluding high income),LAC,2008,2.595386152
Latin America & Caribbean (excluding high income),LAC,2009,2.51889322
Latin America & Caribbean (excluding high income),LAC,2010,2.622306065
Latin America & Caribbean (excluding high income),LAC,2011,2.634371722
Latin America & Caribbean (excluding high income),LAC,2012,2.745712339
Latin America & Caribbean (excluding high income),LAC,2013,2.763729253
Latin America & Caribbean (excluding high income),LAC,2014,2.781101756
Lao PDR,LAO,2000,0.176149081
Lao PDR,LAO,2001,0.161184789
Lao PDR,LAO,2002,0.209456216
Lao PDR,LAO,2003,0.197162692
Lao PDR,LAO,2004,0.245994204
Lao PDR,LAO,2005,0.244083186
Lao PDR,LAO,2006,0.2651815
Lao PDR,LAO,2007,0.152848497
Lao PDR,LAO,2008,0.156321266
Lao PDR,LAO,2009,0.204449551
Lao PDR,LAO,2010,0.262420284
Lao PDR,LAO,2011,0.256490777
Lao PDR,LAO,2012,0.264657252
Lao PDR,LAO,2013,0.242789462
Lao PDR,LAO,2014,0.297200884
Lebanon,LBN,2000,4.712723692
Lebanon,LBN,2001,4.81313948
Lebanon,LBN,2002,4.542585422
Lebanon,LBN,2003,4.911836506
Lebanon,LBN,2004,4.348269742
Lebanon,LBN,2005,4.065397963
Lebanon,LBN,2006,3.563651398
Lebanon,LBN,2007,3.294180595
Lebanon,LBN,2008,4.190554377
Lebanon,LBN,2009,4.989669044
Lebanon,LBN,2010,4.622282052
Lebanon,LBN,2011,4.455511197
Lebanon,LBN,2012,4.603511835
Lebanon,LBN,2013,4.279937348
Lebanon,LBN,2014,4.295732552
Liberia,LBR,2000,0.1461958
Liberia,LBR,2001,0.164278273
Liberia,LBR,2002,0.159233697
Liberia,LBR,2003,0.167097261
Liberia,LBR,2004,0.193947011
Liberia,LBR,2005,0.222635631
Liberia,LBR,2006,0.221594757
Liberia,LBR,2007,0.189982043
Liberia,LBR,2008,0.154168463
Liberia,LBR,2009,0.13565347
Liberia,LBR,2010,0.200619788
Liberia,LBR,2011,0.218929838
Liberia,LBR,2012,0.245544549
Liberia,LBR,2013,0.223290253
Liberia,LBR,2014,0.212967664
Libya,LBY,2000,8.796827186
Libya,LBY,2001,8.84099908
Libya,LBY,2002,8.653499448
Libya,LBY,2003,8.754906737
Libya,LBY,2004,8.827526456
Libya,LBY,2005,8.995490522
Libya,LBY,2006,9.057399937
Libya,LBY,2007,8.367869151
Libya,LBY,2008,9.253709435
Libya,LBY,2009,9.472052766
Libya,LBY,2010,10.04374986
Libya,LBY,2011,6.410366124
Libya,LBY,2012,8.499773485
Libya,LBY,2013,9.081136287
Libya,LBY,2014,9.186845393
St. Lucia,LCA,2000,2.102784981
St. Lucia,LCA,2001,2.290949364
St. Lucia,LCA,2002,2.04279464
St. Lucia,LCA,2003,2.232461344
St. Lucia,LCA,2004,2.192276165
St. Lucia,LCA,2005,2.239881745
St. Lucia,LCA,2006,2.216955752
St. Lucia,LCA,2007,2.301629525
St. Lucia,LCA,2008,2.340361659
St. Lucia,LCA,2009,2.251377016
St. Lucia,LCA,2010,2.33729285
St. Lucia,LCA,2011,2.341553914
St. Lucia,LCA,2012,2.3281208
St. Lucia,LCA,2013,2.31718661
St. Lucia,LCA,2014,2.307191321
Latin America & Caribbean,LCN,2000,2.585980376
Latin America & Caribbean,LCN,2001,2.610175679
Latin America & Caribbean,LCN,2002,2.606269906
Latin America & Caribbean,LCN,2003,2.635367539
Latin America & Caribbean,LCN,2004,2.61897329
Latin America & Caribbean,LCN,2005,2.723219279
Latin America & Caribbean,LCN,2006,2.769717425
Latin America & Caribbean,LCN,2007,2.783861668
Latin America & Caribbean,LCN,2008,2.888649957
Latin America & Caribbean,LCN,2009,2.792732554
Latin America & Caribbean,LCN,2010,2.90513625
Latin America & Caribbean,LCN,2011,2.930914491
Latin America & Caribbean,LCN,2012,3.02585131
Latin America & Caribbean,LCN,2013,3.036040096
Latin America & Caribbean,LCN,2014,3.063307099
Least developed countries: UN classification,LDC,2000,0.166976484
Least developed countries: UN classification,LDC,2001,0.175880211
Least developed countries: UN classification,LDC,2002,0.182235366
Least developed countries: UN classification,LDC,2003,0.185154906
Least developed countries: UN classification,LDC,2004,0.209194201
Least developed countries: UN classification,LDC,2005,0.211198028
Least developed countries: UN classification,LDC,2006,0.2235639
Least developed countries: UN classification,LDC,2007,0.230223596
Least developed countries: UN classification,LDC,2008,0.238035626
Least developed countries: UN classification,LDC,2009,0.251513588
Least developed countries: UN classification,LDC,2010,0.269364192
Least developed countries: UN classification,LDC,2011,0.278625092
Least developed countries: UN classification,LDC,2012,0.278405674
Least developed countries: UN classification,LDC,2013,0.294525992
Least developed countries: UN classification,LDC,2014,0.314163047
Low income,LIC,2000,0.407045869
Low income,LIC,2001,0.402802592
Low income,LIC,2002,0.364133503
Low income,LIC,2003,0.396311343
Low income,LIC,2004,0.387938287
Low income,LIC,2005,0.392132958
Low income,LIC,2006,0.395533282
Low income,LIC,2007,0.391635458
Low income,LIC,2008,0.40195478
Low income,LIC,2009,0.387771546
Low income,LIC,2010,0.387171698
Low income,LIC,2011,0.352098092
Low income,LIC,2012,0.325237326
Low income,LIC,2013,0.315277065
Low income,LIC,2014,0.320595161
Liechtenstein,LIE,2007,1.764877414
Liechtenstein,LIE,2008,1.75400242
Liechtenstein,LIE,2009,1.435385562
Liechtenstein,LIE,2010,1.527789351
Liechtenstein,LIE,2011,1.314554379
Liechtenstein,LIE,2012,1.304446573
Liechtenstein,LIE,2013,1.393766629
Liechtenstein,LIE,2014,1.185229079
Sri Lanka,LKA,2000,0.545112224
Sri Lanka,LKA,2001,0.552190884
Sri Lanka,LKA,2002,0.580084526
Sri Lanka,LKA,2003,0.576519907
Sri Lanka,LKA,2004,0.634873861
Sri Lanka,LKA,2005,0.619788678
Sri Lanka,LKA,2006,0.608862738
Sri Lanka,LKA,2007,0.623605804
Sri Lanka,LKA,2008,0.612029771
Sri Lanka,LKA,2009,0.656312556
Sri Lanka,LKA,2010,0.656664382
Sri Lanka,LKA,2011,0.745132332
Sri Lanka,LKA,2012,0.784926512
Sri Lanka,LKA,2013,0.752460918
Sri Lanka,LKA,2014,0.885545809
Lower middle income,LMC,2000,1.051273791
Lower middle income,LMC,2001,1.056042396
Lower middle income,LMC,2002,1.064725488
Lower middle income,LMC,2003,1.101684238
Lower middle income,LMC,2004,1.136973324
Lower middle income,LMC,2005,1.156259956
Lower middle income,LMC,2006,1.181596245
Lower middle income,LMC,2007,1.230762198
Lower middle income,LMC,2008,1.300886866
Lower middle income,LMC,2009,1.334985377
Lower middle income,LMC,2010,1.33806101
Lower middle income,LMC,2011,1.443258979
Lower middle income,LMC,2012,1.5111332
Lower middle income,LMC,2013,1.439163445
Lower middle income,LMC,2014,1.474025205
Low & middle income,LMY,2000,2.115230242
Low & middle income,LMY,2001,2.132406833
Low & middle income,LMY,2002,2.191592241
Low & middle income,LMY,2003,2.365131904
Low & middle income,LMY,2004,2.515936627
Low & middle income,LMY,2005,2.648158776
Low & middle income,LMY,2006,2.78450366
Low & middle income,LMY,2007,2.885611483
Low & middle income,LMY,2008,3.027956297
Low & middle income,LMY,2009,3.061183413
Low & middle income,LMY,2010,3.214139688
Low & middle income,LMY,2011,3.425603087
Low & middle income,LMY,2012,3.505895782
Low & middle income,LMY,2013,3.479115757
Low & middle income,LMY,2014,3.476109545
Lesotho,LSO,2000,0.99097554
Lesotho,LSO,2001,0.995518981
Lesotho,LSO,2002,1.002380261
Lesotho,LSO,2003,1.007513697
Lesotho,LSO,2004,1.02591833
Lesotho,LSO,2005,1.032643548
Lesotho,LSO,2006,1.037234275
Lesotho,LSO,2007,1.047034057
Lesotho,LSO,2008,1.063467221
Lesotho,LSO,2009,1.098714893
Lesotho,LSO,2010,1.115976518
Lesotho,LSO,2011,1.129856804
Lesotho,LSO,2012,1.151021471
Lesotho,LSO,2013,1.149963563
Lesotho,LSO,2014,1.150111032
Late-demographic dividend,LTE,2000,3.400850155
Late-demographic dividend,LTE,2001,3.450975118
Late-demographic dividend,LTE,2002,3.605369779
Late-demographic dividend,LTE,2003,3.990020597
Late-demographic dividend,LTE,2004,4.347365455
Late-demographic dividend,LTE,2005,4.679370052
Late-demographic dividend,LTE,2006,5.019740118
Late-demographic dividend,LTE,2007,5.257957345
Late-demographic dividend,LTE,2008,5.546243471
Late-demographic dividend,LTE,2009,5.627975092
Late-demographic dividend,LTE,2010,6.07649558
Late-demographic dividend,LTE,2011,6.553190673
Late-demographic dividend,LTE,2012,6.703500442
Late-demographic dividend,LTE,2013,6.770293603
Late-demographic dividend,LTE,2014,6.744760566
Lithuania,LTU,2000,3.475729068
Lithuania,LTU,2001,3.712622788
Lithuania,LTU,2002,3.817099115
Lithuania,LTU,2003,3.754816757
Lithuania,LTU,2004,3.922093528
Lithuania,LTU,2005,4.184042091
Lithuania,LTU,2006,4.329871871
Lithuania,LTU,2007,4.693696086
Lithuania,LTU,2008,4.69291649
Lithuania,LTU,2009,3.958100057
Lithuania,LTU,2010,4.348616303
Lithuania,LTU,2011,4.553301311
Lithuania,LTU,2012,4.629509672
Lithuania,LTU,2013,4.273657237
Lithuania,LTU,2014,4.378090123
Luxembourg,LUX,2000,18.88551226
Luxembourg,LUX,2001,19.93273314
Luxembourg,LUX,2002,21.1057455
Luxembourg,LUX,2003,21.93071098
Luxembourg,LUX,2004,24.5990264
Luxembourg,LUX,2005,24.82464668
Luxembourg,LUX,2006,24.01285765
Luxembourg,LUX,2007,22.95728271
Luxembourg,LUX,2008,22.38547222
Luxembourg,LUX,2009,20.87712517
Luxembourg,LUX,2010,21.6351358
Luxembourg,LUX,2011,21.10296963
Luxembourg,LUX,2012,20.08421949
Luxembourg,LUX,2013,18.49831971
Luxembourg,LUX,2014,17.36212137
Latvia,LVA,2000,2.682622965
Latvia,LVA,2001,2.988928918
Latvia,LVA,2002,2.992111413
Latvia,LVA,2003,3.221510038
Latvia,LVA,2004,3.271442282
Latvia,LVA,2005,3.352846325
Latvia,LVA,2006,3.611860039
Latvia,LVA,2007,3.779785259
Latvia,LVA,2008,3.629405756
Latvia,LVA,2009,3.376490018
Latvia,LVA,2010,3.849593455
Latvia,LVA,2011,3.541113332
Latvia,LVA,2012,3.471747548
Latvia,LVA,2013,3.518240904
Latvia,LVA,2014,3.498192882
"Macao SAR, China",MAC,2000,3.812838948
"Macao SAR, China",MAC,2001,3.85047514
"Macao SAR, China",MAC,2002,3.381937019
"Macao SAR, China",MAC,2003,3.331122446
"Macao SAR, China",MAC,2004,3.640142284
"Macao SAR, China",MAC,2005,3.791936323
"Macao SAR, China",MAC,2006,3.285522582
"Macao SAR, China",MAC,2007,3.04962854
"Macao SAR, China",MAC,2008,2.602236229
"Macao SAR, China",MAC,2009,3.944039078
"Macao SAR, China",MAC,2010,2.622363675
"Macao SAR, China",MAC,2011,2.636261714
"Macao SAR, China",MAC,2012,2.333713164
"Macao SAR, China",MAC,2013,2.05052089
"Macao SAR, China",MAC,2014,2.17984276
St. Martin (French part),MAF,,
Morocco,MAR,2000,1.175234919
Morocco,MAR,2001,1.292416974
Morocco,MAR,2002,1.296207204
Morocco,MAR,2003,1.25858331
Morocco,MAR,2004,1.435121375
Morocco,MAR,2005,1.499668721
Morocco,MAR,2006,1.536323802
Morocco,MAR,2007,1.609794004
Morocco,MAR,2008,1.674221754
Morocco,MAR,2009,1.640583713
Morocco,MAR,2010,1.726598065
Morocco,MAR,2011,1.755558226
Morocco,MAR,2012,1.881915344
Morocco,MAR,2013,1.746728972
Morocco,MAR,2014,1.744379974
Monaco,MCO,,
Moldova,MDA,2000,0.965214233
Moldova,MDA,2001,1.022913361
Moldova,MDA,2002,1.100182387
Moldova,MDA,2003,1.187528267
Moldova,MDA,2004,1.263730162
Moldova,MDA,2005,1.361666306
Moldova,MDA,2006,1.393071924
Moldova,MDA,2007,1.30813803
Moldova,MDA,2008,1.338363153
Moldova,MDA,2009,1.276290637
Moldova,MDA,2010,1.384630177
Moldova,MDA,2011,1.415302757
Moldova,MDA,2012,1.383552384
Moldova,MDA,2013,1.404532331
Moldova,MDA,2014,1.386829142
Madagascar,MDG,2000,0.118846962
Madagascar,MDG,2001,0.107117169
Madagascar,MDG,2002,0.073711326
Madagascar,MDG,2003,0.098470636
Madagascar,MDG,2004,0.101546442
Madagascar,MDG,2005,0.094991068
Madagascar,MDG,2006,0.089148788
Madagascar,MDG,2007,0.093403805
Madagascar,MDG,2008,0.094441924
Madagascar,MDG,2009,0.086107763
Madagascar,MDG,2010,0.09257807
Madagascar,MDG,2011,0.107595267
Madagascar,MDG,2012,0.121103401
Madagascar,MDG,2013,0.135748886
Madagascar,MDG,2014,0.130421321
Maldives,MDV,2000,1.608654559
Maldives,MDV,2001,1.609750999
Maldives,MDV,2002,2.01825094
Maldives,MDV,2003,1.674490171
Maldives,MDV,2004,2.149950229
Maldives,MDV,2005,1.886198547
Maldives,MDV,2006,2.318681252
Maldives,MDV,2007,2.324131877
Maldives,MDV,2008,2.444284083
Maldives,MDV,2009,2.492932319
Maldives,MDV,2010,2.56531353
Maldives,MDV,2011,2.629542746
Maldives,MDV,2012,2.876986973
Maldives,MDV,2013,2.749809385
Maldives,MDV,2014,3.26955985
Middle East & North Africa,MEA,2000,4.644901115
Middle East & North Africa,MEA,2001,4.631625284
Middle East & North Africa,MEA,2002,4.603452057
Middle East & North Africa,MEA,2003,4.816033373
Middle East & North Africa,MEA,2004,5.108815409
Middle East & North Africa,MEA,2005,5.254239767
Middle East & North Africa,MEA,2006,5.450505016
Middle East & North Africa,MEA,2007,5.297569033
Middle East & North Africa,MEA,2008,5.609736352
Middle East & North Africa,MEA,2009,5.744609287
Middle East & North Africa,MEA,2010,5.847629161
Middle East & North Africa,MEA,2011,5.793991934
Middle East & North Africa,MEA,2012,6.099270394
Middle East & North Africa,MEA,2013,5.92162696
Middle East & North Africa,MEA,2014,6.159356049
Mexico,MEX,2000,3.916478182
Mexico,MEX,2001,4.006881616
Mexico,MEX,2002,3.970934988
Mexico,MEX,2003,4.16704652
Mexico,MEX,2004,4.124551403
Mexico,MEX,2005,4.299365235
Mexico,MEX,2006,4.353173578
Mexico,MEX,2007,4.296635487
Mexico,MEX,2008,4.339644436
Mexico,MEX,2009,4.120600766
Mexico,MEX,2010,3.957657664
Mexico,MEX,2011,4.067755192
Mexico,MEX,2012,4.107686314
Mexico,MEX,2013,4.001602493
Mexico,MEX,2014,3.866241113
Marshall Islands,MHL,2000,1.476389501
Marshall Islands,MHL,2001,1.545982408
Marshall Islands,MHL,2002,1.617029027
Marshall Islands,MHL,2003,1.618332182
Marshall Islands,MHL,2004,1.690056458
Marshall Islands,MHL,2005,1.620228604
Marshall Islands,MHL,2006,1.760340259
Marshall Islands,MHL,2007,1.899016054
Marshall Islands,MHL,2008,1.896070321
Marshall Islands,MHL,2009,1.962461774
Marshall Islands,MHL,2010,1.958531235
Marshall Islands,MHL,2011,1.954169997
Marshall Islands,MHL,2012,1.949680041
Marshall Islands,MHL,2013,1.944879056
Marshall Islands,MHL,2014,1.941018564
Middle income,MIC,2000,2.290234027
Middle income,MIC,2001,2.312147958
Middle income,MIC,2002,2.384225685
Middle income,MIC,2003,2.575862021
Middle income,MIC,2004,2.747176755
Middle income,MIC,2005,2.897139121
Middle income,MIC,2006,3.052334517
Middle income,MIC,2007,3.169696132
Middle income,MIC,2008,3.331870179
Middle income,MIC,2009,3.37538082
Middle income,MIC,2010,3.551377071
Middle income,MIC,2011,3.797441545
Middle income,MIC,2012,3.89607686
Middle income,MIC,2013,3.872647814
Middle income,MIC,2014,3.87412782
"Macedonia, FYR",MKD,2000,5.928994176
"Macedonia, FYR",MKD,2001,5.873397943
"Macedonia, FYR",MKD,2002,5.336934241
"Macedonia, FYR",MKD,2003,5.507394958
"Macedonia, FYR",MKD,2004,5.440655464
"Macedonia, FYR",MKD,2005,5.474855747
"Macedonia, FYR",MKD,2006,5.301935152
"Macedonia, FYR",MKD,2007,4.596492884
"Macedonia, FYR",MKD,2008,4.547880455
"Macedonia, FYR",MKD,2009,4.20383424
"Macedonia, FYR",MKD,2010,4.154450175
"Macedonia, FYR",MKD,2011,4.535127435
"Macedonia, FYR",MKD,2012,4.322883016
"Macedonia, FYR",MKD,2013,3.780523467
"Macedonia, FYR",MKD,2014,3.614938183
Mali,MLI,2000,0.074893437
Mali,MLI,2001,0.073383783
Mali,MLI,2002,0.072779635
Mali,MLI,2003,0.070254145
Mali,MLI,2004,0.070724633
Mali,MLI,2005,0.070195456
Mali,MLI,2006,0.071249296
Mali,MLI,2007,0.073738963
Mali,MLI,2008,0.075735439
Mali,MLI,2009,0.055231208
Mali,MLI,2010,0.063974498
Mali,MLI,2011,0.067247651
Mali,MLI,2012,0.062083931
Mali,MLI,2013,0.062311648
Mali,MLI,2014,0.083228663
Malta,MLT,2000,5.292462963
Malta,MLT,2001,6.325824114
Malta,MLT,2002,5.806537886
Malta,MLT,2003,6.476880542
Malta,MLT,2004,6.415248662
Malta,MLT,2005,6.683221324
Malta,MLT,2006,6.351303206
Malta,MLT,2007,6.698844917
Malta,MLT,2008,6.252313871
Malta,MLT,2009,5.814186003
Malta,MLT,2010,6.174949579
Malta,MLT,2011,6.104795468
Malta,MLT,2012,6.38190073
Malta,MLT,2013,5.49231748
Malta,MLT,2014,5.400613957
Myanmar,MMR,2000,0.218848376
Myanmar,MMR,2001,0.187093466
Myanmar,MMR,2002,0.195328681
Myanmar,MMR,2003,0.206738413
Myanmar,MMR,2004,0.258661081
Myanmar,MMR,2005,0.239234646
Myanmar,MMR,2006,0.263052109
Myanmar,MMR,2007,0.261834894
Myanmar,MMR,2008,0.198099033
Myanmar,MMR,2009,0.205437515
Myanmar,MMR,2010,0.249531401
Myanmar,MMR,2011,0.282824446
Myanmar,MMR,2012,0.217129435
Myanmar,MMR,2013,0.249963458
Myanmar,MMR,2014,0.416600362
Middle East & North Africa (excluding high income),MNA,2000,3.105059766
Middle East & North Africa (excluding high income),MNA,2001,3.143044411
Middle East & North Africa (excluding high income),MNA,2002,3.100289482
Middle East & North Africa (excluding high income),MNA,2003,3.262256187
Middle East & North Africa (excluding high income),MNA,2004,3.401536629
Middle East & North Africa (excluding high income),MNA,2005,3.550132417
Middle East & North Africa (excluding high income),MNA,2006,3.603603965
Middle East & North Africa (excluding high income),MNA,2007,3.556695388
Middle East & North Africa (excluding high income),MNA,2008,3.735083468
Middle East & North Africa (excluding high income),MNA,2009,3.807163846
Middle East & North Africa (excluding high income),MNA,2010,3.818795951
Middle East & North Africa (excluding high income),MNA,2011,3.822477607
Middle East & North Africa (excluding high income),MNA,2012,3.926381879
Middle East & North Africa (excluding high income),MNA,2013,3.914188367
Middle East & North Africa (excluding high income),MNA,2014,3.927253364
Montenegro,MNE,2005,3.34904381
Montenegro,MNE,2006,3.875533515
Montenegro,MNE,2007,3.655836006
Montenegro,MNE,2008,4.457679397
Montenegro,MNE,2009,2.953556075
Montenegro,MNE,2010,4.167664361
Montenegro,MNE,2011,4.145547583
Montenegro,MNE,2012,3.763898221
Montenegro,MNE,2013,3.61855388
Montenegro,MNE,2014,3.55607179
Mongolia,MNG,2000,3.130990358
Mongolia,MNG,2001,3.258173484
Mongolia,MNG,2002,3.3913979
Mongolia,MNG,2003,3.25373286
Mongolia,MNG,2004,3.424917656
Mongolia,MNG,2005,3.389126465
Mongolia,MNG,2006,3.672716938
Mongolia,MNG,2007,4.655079543
Mongolia,MNG,2008,4.580730945
Mongolia,MNG,2009,4.9103343
Mongolia,MNG,2010,5.094989402
Mongolia,MNG,2011,7.785441402
Mongolia,MNG,2012,9.319217433
Mongolia,MNG,2013,13.50693996
Mongolia,MNG,2014,7.127326348
Northern Mariana Islands,MNP,,
Mozambique,MOZ,2000,0.074688918
Mozambique,MOZ,2001,0.085023271
Mozambique,MOZ,2002,0.082959215
Mozambique,MOZ,2003,0.097270381
Mozambique,MOZ,2004,0.094596362
Mozambique,MOZ,2005,0.08710476
Mozambique,MOZ,2006,0.091898522
Mozambique,MOZ,2007,0.101969512
Mozambique,MOZ,2008,0.099191579
Mozambique,MOZ,2009,0.107559226
Mozambique,MOZ,2010,0.112940682
Mozambique,MOZ,2011,0.129247057
Mozambique,MOZ,2012,0.121535416
Mozambique,MOZ,2013,0.152038112
Mozambique,MOZ,2014,0.309666607
Mauritania,MRT,2000,0.433106133
Mauritania,MRT,2001,0.455955774
Mauritania,MRT,2002,0.469665477
Mauritania,MRT,2003,0.469982419
Mauritania,MRT,2004,0.504949844
Mauritania,MRT,2005,0.507171194
Mauritania,MRT,2006,0.49984056
Mauritania,MRT,2007,0.556802755
Mauritania,MRT,2008,0.568203288
Mauritania,MRT,2009,0.605538678
Mauritania,MRT,2010,0.61971003
Mauritania,MRT,2011,0.644099587
Mauritania,MRT,2012,0.693144214
Mauritania,MRT,2013,0.676497971
Mauritania,MRT,2014,0.666822428
Mauritius,MUS,2000,2.267789393
Mauritius,MUS,2001,2.39401331
Mauritius,MUS,2002,2.395715333
Mauritius,MUS,2003,2.523504784
Mauritius,MUS,2004,2.53175545
Mauritius,MUS,2005,2.683999401
Mauritius,MUS,2006,2.94193012
Mauritius,MUS,2007,2.97588958
Mauritius,MUS,2008,3.029991456
Mauritius,MUS,2009,2.97492202
Mauritius,MUS,2010,3.132082534
Mauritius,MUS,2011,3.129998786
Mauritius,MUS,2012,3.15928885
Mauritius,MUS,2013,3.233909584
Mauritius,MUS,2014,3.353110472
Malawi,MWI,2000,0.076394678
Malawi,MWI,2001,0.073993001
Malawi,MWI,2002,0.070814422
Malawi,MWI,2003,0.074310875
Malawi,MWI,2004,0.073478637
Malawi,MWI,2005,0.067211075
Malawi,MWI,2006,0.067992046
Malawi,MWI,2007,0.06411502
Malawi,MWI,2008,0.07400173
Malawi,MWI,2009,0.064295725
Malawi,MWI,2010,0.075433298
Malawi,MWI,2011,0.075556876
Malawi,MWI,2012,0.06811283
Malawi,MWI,2013,0.073883522
Malawi,MWI,2014,0.07476291
Malaysia,MYS,2000,5.422937194
Malaysia,MYS,2001,5.722640626
Malaysia,MYS,2002,5.526834521
Malaysia,MYS,2003,6.410086386
Malaysia,MYS,2004,6.507753343
Malaysia,MYS,2005,6.800116472
Malaysia,MYS,2006,6.414691515
Malaysia,MYS,2007,6.941255761
Malaysia,MYS,2008,7.525777755
Malaysia,MYS,2009,7.20424991
Malaysia,MYS,2010,7.771554746
